semantic_id,center_status,uncertainty_status,reason_codes
72ab6c960836d9460634018df45246b272c863bd811e1eb2c74c4f0a94cfe3ef,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
b82cd6f0acf8f9aa4d97e675355b801386777f2c3e2b6c8b71752ea0210ebbef,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
4b200df632892e543bd14bcb853e49c16e45e53da6576e4ef329414338abc512,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
f51c8c73cc2646568ad62bf167a5eea61f473c6c8e3f874e32d2b5391bab6627,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
dc5dea2320e7d4861b59df7480249b87d568a8b566f58edd0e973d269c7213a9,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
729016aa5d705b351f0a815182cd9e4252a907a3423dcbb309cbe162bffd1798,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
18747b5ae353e0771b756b778ecf8b724ca60cdab580dd6a661145af271f53e6,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
b658bcad67710c5903dfb8285e741e645289f17faa5b230ffca86af8043c3fd7,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
f199ee1579eeaed740e8a9f5ea5d8f9101dc9485636bb7504e46037e203517e6,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
0b916f9574f490ee03007fde39b79e929c279ebc4dc5674d11e4686b9e209cd7,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
e33f78c1297e76f4d0ee8928aab192969a41609b2c0b4fda712a26fe12617080,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
6d7f32b9156f4d7ee8d7e6f16edf4cc9626a4409a228d45359cc0d058a94effd,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
4fc043636e473779a0f7a2f5134100ba335dd21cc0ef1d7fa5b866ce17f69022,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
27ef49f188cf32c085223a4a1e655502f020e41593158d771fa407f53f3c237e,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
c027219bcb81681c918eef5193af755e9790a937cbfc9d94c12d0c1050108aa3,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
47e59b10a011d054d22e39de7e2bc35ef2ef253075b97cb01db1cd0304e3fbe6,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
162ee13c5b6e7cfd833548398a0306694637e6a5b5d3ce2e37fb9fdaefce6f50,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
1eb3c51384f5db16157f6e06c2f9b256c8b834476549c3464e5c9a080f1acc80,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
08b0ccf7c6fe881d386313a5ee74eada7b241f113d983e6cb0d252b1b7fdb49a,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
a6ab78ba000b5fdcf3b2cd8ded0a235b419a920b333e439695e80b08e5ba8db7,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
d4a6cc91cd41e94e899869b2b24ef8ebdc8e443e7b1120d4b2cd815a88060575,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
44cc32179e0117368334cac5df940bc392cd5b0ae28c73e89892cd409fc32d27,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
b400315f3218288b3112b012f0ffe72969a57ce328e8ecc08c64033342283d9f,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
e1ccb804640c0d6af80d429d7ce25678074cfb685a515d6b5673e55e734f2446,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
eee3063e44c558200f5cbc682c29656ded18ae22b76a8970c21370e8ca07e90e,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
ac23fb20cd4efd4fa47355cfa2e68abf775a53ec623db128e5c51b824e09fd5b,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
2c1d9854ac86761b694d828e8fe54eeb4d23d717fdf84d1ec0e814bb70a320b6,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
078bcbf4bc4a59a55b6fe7ec57fe3175e549b8a56a681629e644a50d64a63cfc,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
1305e0f3e2825982424185c953821c6770ba365a56fd7c01ca1b008fc41437c9,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
8ec7111ec9e3d4646c24f764ce1bd9c081120320368f6be451771383915a0269,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
0a2a9fe7e68ea6c3eb107faa747aa7f8d83de07cdd186ef1bd2f43483dfad1af,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
690616352a3ffc030958e8bf99f8e5acab5db0f4f981d9fa402de9604ec89c4f,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
7c851b4274d985ebd061ae6a428bf34f2dc70f6985a03881e24da173ed890749,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
770edadcc3883392e29d92753e8f67708f73643d30b79358a083e26f318041d0,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
